parsed_date,year,month,day_of_week,hour,category
2001-10-10 08:44:48,2001,10,Wednesday,8,work
2002-02-04 05:28:02,2002,2,Monday,5,work
2001-11-02 13:46:34,2001,11,Friday,13,work
2002-02-28 12:17:59,2002,2,Thursday,12,work
2001-12-13 13:52:37,2001,12,Thursday,13,work
2001-11-02 07:47:34,2001,11,Friday,7,work
2002-01-22 05:35:31,2002,1,Tuesday,5,work
2002-01-03 13:33:23,2002,1,Thursday,13,work
2002-03-11 10:20:40,2002,3,Monday,10,work
2001-09-27 08:15:41,2001,9,Thursday,8,work
2002-03-12 07:07:31,2002,3,Tuesday,7,work
2002-03-12 07:28:12,2002,3,Tuesday,7,personal
2001-09-27 06:49:18,2001,9,Thursday,6,personal
2001-08-29 11:13:44,2001,8,Wednesday,11,personal
2002-03-11 10:23:04,2002,3,Monday,10,work
2002-03-07 15:00:15,2002,3,Thursday,15,work
2001-08-17 06:24:23,2001,8,Friday,6,work
2000-09-29 15:54:00,2000,9,Friday,15,work
2001-11-13 12:34:30,2001,11,Tuesday,12,work
2001-08-23 06:53:05,2001,8,Thursday,6,work
2001-11-14 05:00:09,2001,11,Wednesday,5,work
2001-09-26 07:12:25,2001,9,Wednesday,7,work
2001-11-15 05:47:55,2001,11,Thursday,5,work
2001-11-15 12:52:31,2001,11,Thursday,12,work
2001-10-26 11:34:51,2001,10,Friday,11,work
2001-09-04 06:06:20,2001,9,Tuesday,6,work
2001-08-10 14:17:49,2001,8,Friday,14,work
2001-11-15 07:01:08,2001,11,Thursday,7,work
2001-10-25 12:02:58,2001,10,Thursday,12,personal
2001-08-31 09:58:22,2001,8,Friday,9,work
2001-08-28 08:49:36,2001,8,Tuesday,8,work
2001-10-25 14:32:16,2001,10,Thursday,14,work
2001-07-31 11:57:37,2001,7,Tuesday,11,work
2001-10-29 12:57:07,2001,10,Monday,12,work
2001-10-22 06:40:31,2001,10,Monday,6,work
2001-07-27 12:21:13,2001,7,Friday,12,work
2001-08-14 14:25:12,2001,8,Tuesday,14,work
2001-10-19 08:52:26,2001,10,Friday,8,notification
2001-08-09 13:58:34,2001,8,Thursday,13,work
2001-10-01 07:08:18,2001,10,Monday,7,work
2001-12-13 18:34:42,2001,12,Thursday,18,work
2001-10-16 08:20:47,2001,10,Tuesday,8,personal
2001-09-21 13:25:35,2001,9,Friday,13,work
2001-08-22 16:10:20,2001,8,Wednesday,16,work
2001-11-13 11:46:41,2001,11,Tuesday,11,work
2001-12-10 08:53:18,2001,12,Monday,8,work
2001-11-12 07:33:12,2001,11,Monday,7,work
2001-07-30 09:27:56,2001,7,Monday,9,work
2001-11-05 13:37:04,2001,11,Monday,13,work
2001-10-23 11:37:42,2001,10,Tuesday,11,work
2001-10-29 12:10:02,2001,10,Monday,12,work
2001-11-14 07:15:07,2001,11,Wednesday,7,work
2001-11-19 07:39:41,2001,11,Monday,7,work
2001-08-08 15:25:30,2001,8,Wednesday,15,work
2001-08-28 15:48:22,2001,8,Tuesday,15,work
2001-11-15 15:53:06,2001,11,Thursday,15,work
2001-10-10 09:45:22,2001,10,Wednesday,9,work
2001-10-15 12:18:10,2001,10,Monday,12,work
2001-11-16 15:56:15,2001,11,Friday,15,work
2001-11-14 11:50:19,2001,11,Wednesday,11,work
2001-11-20 15:12:05,2001,11,Tuesday,15,work
2001-10-19 10:53:59,2001,10,Friday,10,work
2001-11-27 05:45:17,2001,11,Tuesday,5,personal
2001-12-10 12:11:30,2001,12,Monday,12,work
2001-10-04 15:01:37,2001,10,Thursday,15,work
2001-10-29 18:59:07,2001,10,Monday,18,work
2001-07-30 14:13:48,2001,7,Monday,14,work
2001-10-25 07:41:17,2001,10,Thursday,7,work
2001-11-26 15:16:58,2001,11,Monday,15,work
2001-10-04 13:42:23,2001,10,Thursday,13,work
2001-10-27 04:31:38,2001,10,Saturday,4,work
2001-10-22 13:05:57,2001,10,Monday,13,work
2001-10-16 14:01:30,2001,10,Tuesday,14,work
2001-10-17 05:14:10,2001,10,Wednesday,5,work
2001-09-13 22:24:08,2001,9,Thursday,22,work
2001-10-18 13:57:33,2001,10,Thursday,13,work
2001-12-10 11:57:57,2001,12,Monday,11,work
2001-10-10 10:20:58,2001,10,Wednesday,10,work
2001-11-16 12:44:43,2001,11,Friday,12,work
2001-08-28 05:26:28,2001,8,Tuesday,5,work
2001-10-26 06:50:43,2001,10,Friday,6,work
2001-11-19 12:32:31,2001,11,Monday,12,work
2001-10-25 14:36:32,2001,10,Thursday,14,work
2001-08-13 19:52:23,2001,8,Monday,19,work
2001-11-21 11:19:23,2001,11,Wednesday,11,personal
2001-10-15 13:22:32,2001,10,Monday,13,work
2001-12-11 13:19:39,2001,12,Tuesday,13,work
2001-08-28 13:58:55,2001,8,Tuesday,13,work
2001-10-22 09:11:17,2001,10,Monday,9,work
2001-11-04 19:22:53,2001,11,Sunday,19,personal
2001-09-21 08:31:10,2001,9,Friday,8,work
2001-10-22 08:57:23,2001,10,Monday,8,work
2001-12-13 06:47:32,2001,12,Thursday,6,work
2001-09-26 09:01:10,2001,9,Wednesday,9,work
2001-10-26 07:22:26,2001,10,Friday,7,work
2001-11-26 14:51:51,2001,11,Monday,14,work
2001-07-31 20:57:53,2001,7,Tuesday,20,work
2001-10-11 03:46:39,2001,10,Thursday,3,notification
2001-11-12 14:42:27,2001,11,Monday,14,personal
2001-10-29 10:03:25,2001,10,Monday,10,personal
2001-10-08 06:45:13,2001,10,Monday,6,work
2001-09-25 10:25:31,2001,9,Tuesday,10,work
2001-08-03 11:03:38,2001,8,Friday,11,work
2001-11-21 11:38:11,2001,11,Wednesday,11,work
2001-08-01 09:25:04,2001,8,Wednesday,9,work
2001-11-15 17:57:55,2001,11,Thursday,17,work
2001-10-29 07:12:09,2001,10,Monday,7,work
2001-11-14 14:06:45,2001,11,Wednesday,14,work
2001-11-20 09:03:04,2001,11,Tuesday,9,work
2001-10-23 11:33:44,2001,10,Tuesday,11,work
2001-11-02 13:40:45,2001,11,Friday,13,work
2001-09-20 14:09:08,2001,9,Thursday,14,work
2001-12-10 10:40:55,2001,12,Monday,10,work
2001-11-26 09:17:47,2001,11,Monday,9,personal
2001-10-17 13:07:26,2001,10,Wednesday,13,work
2001-11-06 19:47:16,2001,11,Tuesday,19,work
2001-11-20 09:25:24,2001,11,Tuesday,9,work
2001-11-05 11:28:22,2001,11,Monday,11,work
2001-10-25 15:57:58,2001,10,Thursday,15,work
2001-10-29 07:23:38,2001,10,Monday,7,work
2001-09-20 06:14:14,2001,9,Thursday,6,work
2001-08-13 09:00:30,2001,8,Monday,9,work
2001-08-17 06:26:05,2001,8,Friday,6,work
2001-09-27 16:55:00,2001,9,Thursday,16,work
2001-08-13 14:32:53,2001,8,Monday,14,work
2001-10-26 07:10:08,2001,10,Friday,7,work
2001-10-16 09:47:33,2001,10,Tuesday,9,work
2001-11-19 03:53:16,2001,11,Monday,3,work
2001-12-09 19:22:43,2001,12,Sunday,19,work
2001-10-03 08:46:06,2001,10,Wednesday,8,work
2001-07-24 09:04:45,2001,7,Tuesday,9,work
2001-11-16 08:32:08,2001,11,Friday,8,work
2001-11-19 16:27:09,2001,11,Monday,16,personal
2001-09-27 06:22:36,2001,9,Thursday,6,work
2001-11-08 12:25:38,2001,11,Thursday,12,spam
2001-10-29 09:55:21,2001,10,Monday,9,work
2001-10-16 10:04:34,2001,10,Tuesday,10,work
2001-10-25 11:08:31,2001,10,Thursday,11,personal
2001-08-24 12:36:10,2001,8,Friday,12,work
2001-11-13 08:12:59,2001,11,Tuesday,8,work
2001-09-18 12:26:46,2001,9,Tuesday,12,work
2001-08-31 07:09:04,2001,8,Friday,7,work
2001-10-08 08:30:44,2001,10,Monday,8,work
2001-11-12 17:18:45,2001,11,Monday,17,work
2001-10-23 08:42:01,2001,10,Tuesday,8,work
2001-08-08 08:17:32,2001,8,Wednesday,8,work
2001-11-19 09:04:37,2001,11,Monday,9,work
2001-10-26 07:46:37,2001,10,Friday,7,work
2001-10-29 09:19:34,2001,10,Monday,9,work
2001-11-20 13:55:07,2001,11,Tuesday,13,work
2001-11-17 08:42:23,2001,11,Saturday,8,work
2001-10-11 09:01:36,2001,10,Thursday,9,work
2001-11-19 07:12:28,2001,11,Monday,7,work
2001-11-15 12:49:43,2001,11,Thursday,12,work
2001-12-11 12:51:59,2001,12,Tuesday,12,work
2001-12-12 07:36:23,2001,12,Wednesday,7,work
2001-09-13 07:55:04,2001,9,Thursday,7,work
2001-09-27 07:12:24,2001,9,Thursday,7,work
2001-10-25 19:24:04,2001,10,Thursday,19,work
2001-11-09 06:46:42,2001,11,Friday,6,work
2001-11-26 15:05:01,2001,11,Monday,15,work
2001-11-15 14:03:11,2001,11,Thursday,14,work
2001-10-25 08:27:30,2001,10,Thursday,8,work
2001-09-18 15:32:19,2001,9,Tuesday,15,work
2001-11-13 08:03:36,2001,11,Tuesday,8,work
2001-10-26 13:35:04,2001,10,Friday,13,work
2001-08-15 12:04:52,2001,8,Wednesday,12,work
2001-10-29 06:59:48,2001,10,Monday,6,work
2001-10-29 11:52:40,2001,10,Monday,11,work
2001-08-03 13:52:03,2001,8,Friday,13,work
2001-09-17 09:21:27,2001,9,Monday,9,work
2001-10-22 05:11:02,2001,10,Monday,5,work
2001-08-02 17:29:23,2001,8,Thursday,17,work
2001-09-26 09:21:47,2001,9,Wednesday,9,work
2001-09-22 20:58:04,2001,9,Saturday,20,work
2001-12-13 06:46:22,2001,12,Thursday,6,work
2001-07-19 09:10:55,2001,7,Thursday,9,work
2001-07-26 13:10:34,2001,7,Thursday,13,work
2001-10-16 14:32:46,2001,10,Tuesday,14,work
2001-11-01 12:29:38,2001,11,Thursday,12,work
2001-10-24 09:50:12,2001,10,Wednesday,9,work
2001-08-09 11:10:36,2001,8,Thursday,11,work
2001-11-15 05:39:08,2001,11,Thursday,5,work
2001-11-16 17:10:49,2001,11,Friday,17,work
2001-08-06 13:39:03,2001,8,Monday,13,work
2001-11-02 06:31:04,2001,11,Friday,6,work
2001-12-10 08:44:27,2001,12,Monday,8,work
2001-10-29 14:38:57,2001,10,Monday,14,work
2001-08-28 12:29:51,2001,8,Tuesday,12,work
2001-11-21 10:42:56,2001,11,Wednesday,10,work
2001-10-22 15:21:08,2001,10,Monday,15,work
2001-11-14 07:17:59,2001,11,Wednesday,7,personal
2001-10-19 07:05:16,2001,10,Friday,7,work
2001-10-05 06:55:39,2001,10,Friday,6,work
2001-07-27 14:53:51,2001,7,Friday,14,work
2001-10-19 12:46:21,2001,10,Friday,12,work
2001-11-19 09:27:16,2001,11,Monday,9,work
2001-09-07 12:02:47,2001,9,Friday,12,work
2001-09-12 07:08:47,2001,9,Wednesday,7,work
2001-08-13 08:57:43,2001,8,Monday,8,work
2001-11-14 15:37:35,2001,11,Wednesday,15,work
2001-08-01 08:12:52,2001,8,Wednesday,8,work
2001-09-10 14:12:13,2001,9,Monday,14,work
2001-08-14 09:43:32,2001,8,Tuesday,9,work
2001-11-16 15:41:02,2001,11,Friday,15,work
2001-10-16 13:55:57,2001,10,Tuesday,13,work
2001-08-31 06:44:00,2001,8,Friday,6,work
2001-09-27 08:14:58,2001,9,Thursday,8,work
2001-11-27 16:55:04,2001,11,Tuesday,16,work
2001-10-26 23:08:15,2001,10,Friday,23,notification
2001-07-23 08:42:18,2001,7,Monday,8,work
2001-11-01 14:57:04,2001,11,Thursday,14,work
2001-08-30 09:44:52,2001,8,Thursday,9,work
2001-09-18 13:34:02,2001,9,Tuesday,13,work
2001-08-31 07:23:52,2001,8,Friday,7,work
2001-11-27 09:43:38,2001,11,Tuesday,9,work
2001-08-06 06:43:43,2001,8,Monday,6,work
2001-10-10 11:25:20,2001,10,Wednesday,11,work
2001-11-27 07:07:01,2001,11,Tuesday,7,work
2001-08-28 16:21:46,2001,8,Tuesday,16,work
2001-12-11 14:40:41,2001,12,Tuesday,14,work
2001-11-19 12:33:35,2001,11,Monday,12,work
2001-10-26 10:58:14,2001,10,Friday,10,work
2001-09-13 13:07:11,2001,9,Thursday,13,work
2002-01-11 06:36:18,2002,1,Friday,6,work
2001-09-18 15:22:33,2001,9,Tuesday,15,work
2001-09-19 15:02:10,2001,9,Wednesday,15,work
2001-09-21 13:26:01,2001,9,Friday,13,work
2001-10-02 06:48:08,2001,10,Tuesday,6,work
2001-10-24 11:00:22,2001,10,Wednesday,11,work
2001-12-13 07:58:05,2001,12,Thursday,7,work
2001-10-04 14:52:02,2001,10,Thursday,14,work
2001-11-21 06:12:37,2001,11,Wednesday,6,work
2001-12-15 08:25:00,2001,12,Saturday,8,notification
2001-11-08 10:19:49,2001,11,Thursday,10,work
2001-11-09 09:44:53,2001,11,Friday,9,work
2001-11-21 07:53:45,2001,11,Wednesday,7,work
2001-08-13 05:25:17,2001,8,Monday,5,work
2001-10-26 07:11:14,2001,10,Friday,7,work
2001-08-03 11:22:55,2001,8,Friday,11,work
2001-10-31 14:57:06,2001,10,Wednesday,14,work
2001-10-17 06:36:25,2001,10,Wednesday,6,work
2001-10-22 16:42:21,2001,10,Monday,16,work
2001-12-12 08:39:21,2001,12,Wednesday,8,work
2001-11-07 04:56:34,2001,11,Wednesday,4,work
2001-10-19 12:27:02,2001,10,Friday,12,work
2001-11-20 08:02:56,2001,11,Tuesday,8,work
2001-07-23 12:35:59,2001,7,Monday,12,work
2001-10-19 11:14:14,2001,10,Friday,11,work
2001-12-11 07:57:33,2001,12,Tuesday,7,notification
2001-09-19 12:21:37,2001,9,Wednesday,12,work
2001-11-15 10:55:30,2001,11,Thursday,10,work
2001-10-31 13:43:16,2001,10,Wednesday,13,work
2001-08-20 07:38:40,2001,8,Monday,7,notification
2001-10-24 06:14:52,2001,10,Wednesday,6,work
2001-08-09 09:27:42,2001,8,Thursday,9,work
2001-10-30 11:49:31,2001,10,Tuesday,11,work
2001-10-04 09:16:19,2001,10,Thursday,9,work
2001-09-12 11:38:16,2001,9,Wednesday,11,work
2001-10-24 14:41:00,2001,10,Wednesday,14,work
2001-11-15 13:51:48,2001,11,Thursday,13,work
2001-10-03 08:40:40,2001,10,Wednesday,8,work
2001-10-29 10:30:40,2001,10,Monday,10,work
2001-11-15 06:12:21,2001,11,Thursday,6,work
2001-08-03 13:52:59,2001,8,Friday,13,work
2001-11-19 14:49:42,2001,11,Monday,14,work
2001-09-18 10:59:39,2001,9,Tuesday,10,work
2002-03-25 20:40:57,2002,3,Monday,20,work
2001-07-26 16:11:23,2001,7,Thursday,16,work
2001-11-20 13:19:58,2001,11,Tuesday,13,work
2001-11-15 07:14:54,2001,11,Thursday,7,work
2001-12-10 08:21:33,2001,12,Monday,8,work
2001-11-09 09:09:08,2001,11,Friday,9,work
2001-09-24 18:22:37,2001,9,Monday,18,personal
2001-07-19 14:53:48,2001,7,Thursday,14,work
2001-10-24 14:25:28,2001,10,Wednesday,14,work
2001-11-13 17:37:38,2001,11,Tuesday,17,personal
2001-10-02 14:59:14,2001,10,Tuesday,14,work
2001-08-27 13:19:32,2001,8,Monday,13,work
2001-08-15 13:55:42,2001,8,Wednesday,13,work
2001-11-27 07:23:29,2001,11,Tuesday,7,work
2001-10-25 17:41:10,2001,10,Thursday,17,work
2001-10-11 09:26:33,2001,10,Thursday,9,work
2001-11-08 15:27:10,2001,11,Thursday,15,work
2001-12-10 13:38:55,2001,12,Monday,13,work
2001-10-22 12:31:23,2001,10,Monday,12,work
2001-10-26 07:45:49,2001,10,Friday,7,work
2001-09-07 06:29:20,2001,9,Friday,6,work
2001-08-03 09:56:53,2001,8,Friday,9,work
2001-11-28 07:54:21,2001,11,Wednesday,7,work
2001-08-03 15:00:44,2001,8,Friday,15,work
2001-08-14 14:52:13,2001,8,Tuesday,14,work
2001-10-24 14:26:31,2001,10,Wednesday,14,work
2001-08-14 13:54:37,2001,8,Tuesday,13,work
2001-11-06 12:41:40,2001,11,Tuesday,12,work
2001-10-24 13:05:19,2001,10,Wednesday,13,work
2001-11-07 08:11:40,2001,11,Wednesday,8,work
2001-11-12 09:56:30,2001,11,Monday,9,work
2001-11-19 08:54:59,2001,11,Monday,8,work
2001-07-23 07:37:12,2001,7,Monday,7,work
2001-07-19 09:28:00,2001,7,Thursday,9,personal
2002-03-25 19:03:11,2002,3,Monday,19,personal
2001-11-26 08:39:45,2001,11,Monday,8,work
2001-10-29 09:15:31,2001,10,Monday,9,work
2001-10-25 08:16:01,2001,10,Thursday,8,notification
2001-10-23 06:00:41,2001,10,Tuesday,6,work
2002-03-25 17:07:27,2002,3,Monday,17,work
2001-11-12 12:28:21,2001,11,Monday,12,personal
2001-10-16 15:01:54,2001,10,Tuesday,15,work
2001-10-10 09:21:06,2001,10,Wednesday,9,work
2001-10-12 08:10:09,2001,10,Friday,8,work
2001-07-30 09:50:30,2001,7,Monday,9,work
2001-08-25 13:00:17,2001,8,Saturday,13,notification
2001-09-04 07:46:06,2001,9,Tuesday,7,work
2001-10-31 14:58:32,2001,10,Wednesday,14,work
2001-12-11 09:33:36,2001,12,Tuesday,9,work
2001-12-12 07:39:09,2001,12,Wednesday,7,notification
2001-09-12 08:42:00,2001,9,Wednesday,8,work
2001-08-30 08:21:06,2001,8,Thursday,8,work
2001-09-20 05:53:16,2001,9,Thursday,5,work
2001-10-25 12:02:54,2001,10,Thursday,12,work
2001-08-06 13:25:47,2001,8,Monday,13,work
2001-10-26 11:42:03,2001,10,Friday,11,personal
2001-08-27 14:38:23,2001,8,Monday,14,personal
2001-11-02 13:04:04,2001,11,Friday,13,work
2001-09-27 06:35:57,2001,9,Thursday,6,personal
2001-11-06 08:57:03,2001,11,Tuesday,8,work
2001-10-29 08:39:47,2001,10,Monday,8,work
2001-11-07 12:22:46,2001,11,Wednesday,12,work
2001-10-29 13:15:13,2001,10,Monday,13,work
2001-11-20 09:29:06,2001,11,Tuesday,9,work
2001-11-14 06:09:20,2001,11,Wednesday,6,work
2002-03-25 21:30:00,2002,3,Monday,21,work
2001-11-20 07:26:55,2001,11,Tuesday,7,personal
2001-10-24 09:58:05,2001,10,Wednesday,9,work
2001-11-12 08:35:48,2001,11,Monday,8,work
2001-10-02 15:04:20,2001,10,Tuesday,15,work
2001-11-12 07:21:25,2001,11,Monday,7,work
2001-08-26 21:47:40,2001,8,Sunday,21,work
2001-08-06 15:46:41,2001,8,Monday,15,work
2001-11-26 07:39:24,2001,11,Monday,7,work
2001-10-22 08:34:12,2001,10,Monday,8,work
2001-08-28 14:48:15,2001,8,Tuesday,14,personal
2001-11-20 12:33:32,2001,11,Tuesday,12,work
2001-10-04 07:09:08,2001,10,Thursday,7,work
2001-08-28 09:34:51,2001,8,Tuesday,9,work
2001-10-25 12:15:06,2001,10,Thursday,12,work
2001-10-01 08:46:24,2001,10,Monday,8,work
2001-11-02 13:56:48,2001,11,Friday,13,work
2001-11-19 12:57:09,2001,11,Monday,12,work
2001-10-29 05:46:46,2001,10,Monday,5,work
2001-09-25 06:13:29,2001,9,Tuesday,6,work
2001-11-19 09:13:40,2001,11,Monday,9,work
2001-08-06 06:25:00,2001,8,Monday,6,work
2001-11-27 07:51:21,2001,11,Tuesday,7,work
2001-07-27 09:13:38,2001,7,Friday,9,work
2001-11-26 01:34:01,2001,11,Monday,1,work
2001-10-25 14:37:02,2001,10,Thursday,14,work
2001-10-29 15:41:40,2001,10,Monday,15,work
2001-08-20 06:19:55,2001,8,Monday,6,work
2001-10-08 14:22:02,2001,10,Monday,14,work
2001-11-05 15:02:01,2001,11,Monday,15,work
2001-08-15 07:46:24,2001,8,Wednesday,7,work
2001-10-01 07:48:49,2001,10,Monday,7,work
2001-11-02 09:46:29,2001,11,Friday,9,notification
2001-07-27 08:57:18,2001,7,Friday,8,work
2001-11-07 10:29:31,2001,11,Wednesday,10,work
2001-08-23 08:04:59,2001,8,Thursday,8,work
2001-11-05 18:23:06,2001,11,Monday,18,work
2001-08-13 14:21:10,2001,8,Monday,14,work
2001-08-03 13:06:18,2001,8,Friday,13,work
2001-11-09 13:30:26,2001,11,Friday,13,work
2001-10-10 06:28:03,2001,10,Wednesday,6,notification
2001-11-15 13:12:49,2001,11,Thursday,13,work
2001-11-15 06:20:40,2001,11,Thursday,6,work
2001-07-26 07:27:11,2001,7,Thursday,7,work
2001-10-19 13:42:30,2001,10,Friday,13,work
2001-08-30 08:45:59,2001,8,Thursday,8,work
2001-10-22 12:24:18,2001,10,Monday,12,work
2001-08-03 07:44:46,2001,8,Friday,7,work
2001-11-26 07:35:14,2001,11,Monday,7,work
2001-11-02 06:46:28,2001,11,Friday,6,work
2001-08-09 11:07:17,2001,8,Thursday,11,work
2001-09-10 07:36:52,2001,9,Monday,7,work
2001-12-13 03:37:02,2001,12,Thursday,3,personal
2001-10-30 12:43:20,2001,10,Tuesday,12,notification
2001-10-11 07:54:39,2001,10,Thursday,7,work
2001-09-19 06:45:02,2001,9,Wednesday,6,work
2001-11-14 12:20:06,2001,11,Wednesday,12,personal
2001-11-07 07:27:03,2001,11,Wednesday,7,work
2001-09-19 22:31:03,2001,9,Wednesday,22,work
2001-10-12 14:35:41,2001,10,Friday,14,work
2001-10-23 07:11:33,2001,10,Tuesday,7,work
2001-10-04 13:18:37,2001,10,Thursday,13,work
2001-09-11 09:41:41,2001,9,Tuesday,9,work
2001-11-13 16:51:39,2001,11,Tuesday,16,work
2001-10-24 06:59:53,2001,10,Wednesday,6,work
2001-11-20 09:21:36,2001,11,Tuesday,9,work
2001-11-26 07:27:23,2001,11,Monday,7,work
2001-09-18 09:09:41,2001,9,Tuesday,9,personal
2001-10-29 12:20:44,2001,10,Monday,12,work
2001-09-25 15:51:59,2001,9,Tuesday,15,work
2001-10-29 10:07:14,2001,10,Monday,10,work
2001-11-14 14:19:54,2001,11,Wednesday,14,work
2001-11-01 08:03:57,2001,11,Thursday,8,work
2001-09-19 12:52:10,2001,9,Wednesday,12,work
2001-09-25 16:00:08,2001,9,Tuesday,16,work
2001-10-10 12:19:21,2001,10,Wednesday,12,work
2001-11-01 04:53:53,2001,11,Thursday,4,work
2001-11-26 13:43:37,2001,11,Monday,13,work
2001-08-28 05:37:01,2001,8,Tuesday,5,work
2001-08-03 14:52:36,2001,8,Friday,14,work
2001-11-15 13:07:27,2001,11,Thursday,13,work
2001-12-14 05:55:22,2001,12,Friday,5,work
2001-08-10 14:36:06,2001,8,Friday,14,work
2001-10-24 08:49:10,2001,10,Wednesday,8,work
2001-10-18 16:09:51,2001,10,Thursday,16,work
2001-08-19 19:10:10,2001,8,Sunday,19,work
2001-07-19 13:39:52,2001,7,Thursday,13,work
2001-09-17 06:17:17,2001,9,Monday,6,work
2001-12-13 06:52:06,2001,12,Thursday,6,work
2001-10-10 08:57:22,2001,10,Wednesday,8,work
2001-11-14 07:41:17,2001,11,Wednesday,7,work
2001-11-09 12:06:39,2001,11,Friday,12,work
2001-10-02 15:23:24,2001,10,Tuesday,15,work
2001-10-10 08:57:33,2001,10,Wednesday,8,work
2001-11-14 13:32:44,2001,11,Wednesday,13,work
2001-08-30 08:18:12,2001,8,Thursday,8,work
2001-09-17 21:43:20,2001,9,Monday,21,work
2001-10-09 11:52:25,2001,10,Tuesday,11,work
2001-11-19 03:48:57,2001,11,Monday,3,work
2001-10-29 12:05:45,2001,10,Monday,12,work
2001-08-13 20:09:12,2001,8,Monday,20,work
2001-08-25 12:09:57,2001,8,Saturday,12,work
2001-09-28 07:21:00,2001,9,Friday,7,work
2001-09-21 07:26:07,2001,9,Friday,7,work
2001-11-12 12:14:39,2001,11,Monday,12,personal
2001-08-30 08:13:51,2001,8,Thursday,8,work
2001-12-12 08:45:45,2001,12,Wednesday,8,work
2001-10-26 07:17:46,2001,10,Friday,7,work
2001-08-15 07:35:57,2001,8,Wednesday,7,work
2001-10-01 15:02:56,2001,10,Monday,15,personal
2001-10-29 08:10:13,2001,10,Monday,8,work
2001-11-19 15:00:45,2001,11,Monday,15,work
2001-10-05 06:53:43,2001,10,Friday,6,work
2001-08-30 06:35:14,2001,8,Thursday,6,work
2001-11-06 14:25:51,2001,11,Tuesday,14,work
2001-10-22 15:19:03,2001,10,Monday,15,work
2001-11-03 22:22:23,2001,11,Saturday,22,notification
2001-07-23 14:22:21,2001,7,Monday,14,work
2001-10-22 07:15:27,2001,10,Monday,7,work
2002-01-14 09:34:19,2002,1,Monday,9,work
2001-10-19 08:55:31,2001,10,Friday,8,work
2001-08-30 10:53:52,2001,8,Thursday,10,work
2001-09-20 10:35:11,2001,9,Thursday,10,work
2001-08-01 11:01:15,2001,8,Wednesday,11,work
2001-08-30 09:11:10,2001,8,Thursday,9,work
2001-10-01 06:51:33,2001,10,Monday,6,work
2001-08-02 13:42:57,2001,8,Thursday,13,work
2001-11-27 14:57:09,2001,11,Tuesday,14,work
2001-10-30 12:22:16,2001,10,Tuesday,12,work
2001-10-18 09:44:49,2001,10,Thursday,9,work
2001-11-06 12:37:00,2001,11,Tuesday,12,work
2001-08-23 12:34:41,2001,8,Thursday,12,work
2001-10-22 11:41:39,2001,10,Monday,11,work
2001-10-23 11:18:21,2001,10,Tuesday,11,work
2001-11-14 08:18:19,2001,11,Wednesday,8,work
2001-11-02 11:06:02,2001,11,Friday,11,work
2001-09-14 09:59:45,2001,9,Friday,9,work
2001-10-25 14:37:16,2001,10,Thursday,14,work
2001-10-23 13:23:42,2001,10,Tuesday,13,work
2001-10-16 10:13:49,2001,10,Tuesday,10,work
2001-11-27 08:46:48,2001,11,Tuesday,8,work
2001-07-31 12:06:31,2001,7,Tuesday,12,work
2001-11-14 13:03:26,2001,11,Wednesday,13,personal
2001-09-10 12:48:04,2001,9,Monday,12,work
2001-10-29 14:30:16,2001,10,Monday,14,work
2001-11-13 13:03:23,2001,11,Tuesday,13,work
2001-10-23 10:50:59,2001,10,Tuesday,10,work
2001-08-28 14:15:31,2001,8,Tuesday,14,work
2001-11-12 11:45:28,2001,11,Monday,11,personal
2001-10-25 08:33:47,2001,10,Thursday,8,work
2001-08-14 04:37:44,2001,8,Tuesday,4,work
2001-08-16 11:31:39,2001,8,Thursday,11,work
2001-10-29 12:09:02,2001,10,Monday,12,work
2001-10-26 13:55:54,2001,10,Friday,13,work
2001-10-25 09:11:27,2001,10,Thursday,9,notification
2001-10-22 07:35:29,2001,10,Monday,7,work
2001-12-06 11:59:18,2001,12,Thursday,11,work
2002-02-11 05:15:26,2002,2,Monday,5,work
2001-08-10 07:37:20,2001,8,Friday,7,work
2001-11-30 08:15:38,2001,11,Friday,8,work
2001-08-10 07:08:27,2001,8,Friday,7,work
2002-03-18 04:57:49,2002,3,Monday,4,work
2001-12-28 07:08:49,2001,12,Friday,7,work
2001-08-24 11:03:45,2001,8,Friday,11,work
2002-02-01 08:17:21,2002,2,Friday,8,work
2002-02-19 04:57:44,2002,2,Tuesday,4,work
2001-09-07 06:57:20,2001,9,Friday,6,work
2001-10-12 07:29:46,2001,10,Friday,7,work
2001-09-14 08:15:06,2001,9,Friday,8,work
2001-06-08 07:25:39,2001,6,Friday,7,work
2002-01-04 08:42:43,2002,1,Friday,8,work
2001-11-02 10:37:46,2001,11,Friday,10,work
2001-10-19 06:44:31,2001,10,Friday,6,work
2001-05-10 06:52:46,2001,5,Thursday,6,work
2001-06-22 07:36:48,2001,6,Friday,7,work
2002-02-14 06:50:40,2002,2,Thursday,6,work
2001-07-30 13:36:32,2001,7,Monday,13,work
2001-09-14 11:44:47,2001,9,Friday,11,work
2001-07-27 08:04:19,2001,7,Friday,8,work
2002-03-08 06:58:48,2002,3,Friday,6,work
2001-08-17 13:51:38,2001,8,Friday,13,work
2001-10-12 13:00:55,2001,10,Friday,13,work
2001-05-25 12:03:52,2001,5,Friday,12,work
2001-11-21 08:38:52,2001,11,Wednesday,8,work
2001-10-26 11:16:02,2001,10,Friday,11,work
2001-06-29 08:44:22,2001,6,Friday,8,work
